Title,Location,Price,Size,Listing_Type
Residential Land for Sale in Muscat Amerat,", Amerat, 717645XX","2,000 OMR",150.0,for sale
144 m2 3 Bedrooms Townhouse for Sale in Muscat Muttrah,", Muttrah, 918723XX","25,000 OMR",144.0,for sale
Residential Land for Sale in Al Batinah Liwa,", Liwa, 946891XX","11,300 OMR",150.0,for sale
Commercial Land for Sale in Dhofar Thumrait,", Thumrait, 926568XX","4,600 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Al Masnaah,", Al Masnaah, 926568XX","10,500 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 926568XX","44,000 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Al Masnaah,", Al Masnaah, 926568XX","11,500 OMR",150.0,for sale
Residential Land for Sale in Muscat Amerat,", Amerat, 926568XX","37,000 OMR",150.0,for sale
Residential Land for Sale in Muscat Quriyat,", Quriyat, 994858XX","8,400 OMR",150.0,for sale
Industrial Land for Sale in Muscat Amerat,", Amerat, 953065XX","68,500 OMR",150.0,for sale
Residential Land for Sale in Muscat Seeb,", Seeb, 953065XX","23,500 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Al Masnaah,", Al Masnaah, 926568XX","5,500 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Al Khaboura,", Al Khaboura, 953100XX","7,500 OMR",150.0,for sale
Residential Land for Sale in Muscat Seeb,", Seeb, 926568XX","30,900 OMR",150.0,for sale
Residential Land for Sale in Al Dakhiliya Sumail,", Sumail, 995786XX","4,000 OMR",150.0,for sale
234 m2 4 Bedrooms Townhouse for Sale in Muscat Quriyat,", Quriyat, 926111XX","37,000 OMR",234.0,for sale
255 m2 3 Bedrooms Villa for Sale in Al Batinah Sohar,", Sohar, 935800XX","55,000 OMR",255.0,for sale
Residential Land for Sale in Al Batinah Shinas,", Shinas, 956292XX","5,000 OMR",150.0,for sale
تصفيه محل بضاعه وارفف العرض للبيع او بيع محل بالكامل,", Salala, 764679XX","1,000 OMR",40.0,for sale
Residential Land for Sale in Muscat Amerat,", Amerat, 927781XX","32,000 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Al Rumais,", Al Rumais, 774164XX","115,000 OMR",150.0,for sale
Residential Land for Sale in Muscat Bosher,", Bosher, 774164XX","64,000 OMR",150.0,for sale
Commercial Land for Sale in Muscat Ghala,", Ghala, 992025XX","480,000 OMR",150.0,for sale
Industrial Land for Sale in Al Batinah Barka,", Barka, 925577XX",500 OMR,150.0,for sale
Residential Land for Sale in Al Batinah Nakhl,", Nakhl, 922206XX","5,000 OMR",150.0,for sale
254 m2 4 Bedrooms Villa for Sale in Dhofar Salala,", Salala, 997050XX","59,000 OMR",254.0,for sale
395 m2 More than 6 bedrooms Townhouse for Sale in Muscat Wadi Al Kabir,", Wadi Al Kabir, 993644XX","85,000 OMR",395.0,for sale
Residential Land for Sale in Muscat Amerat,", Amerat, 951177XX","32,000 OMR",150.0,for sale
250 m2 4 Bedrooms Townhouse for Sale in Al Batinah Saham,", Saham, 920995XX","48,000 OMR",250.0,for sale
Residential Land for Sale in Al Batinah Rustaq,", Rustaq, 992062XX","5,300 OMR",150.0,for sale
Residential Land for Sale in Al Dakhiliya Nizwa,", Nizwa, 994224XX","22,500 OMR",150.0,for sale
Residential Land for Sale in Al Dakhiliya Izki,", Izki, 991966XX","11,000 OMR",150.0,for sale
‎   Furnished apartment in North Awqad for sale شقة مفروشة في عوقد الشمالية للبيع,", Salala, 955949XX","25,000 OMR",157.0,for sale
land for sale in Salalah Al Qouf ارض سكنيه في صلاله القوف,", Salala, 955949XX","95,000 OMR",150.0,for sale
‎ land for sale in Emtidad Awqad Square A ارض سكنية للبيع في امتداد عوقد مربع أ,", Salala, 955949XX","28,500 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 982241XX","15,000 OMR",150.0,for sale
ارض صناعيه مسوره فيها كهرباء,", Al Jafnayn, 711043XX",800 OMR,1050.0,for sale
400 m2 5 Bedrooms Townhouse for Sale in Al Batinah Suwaiq,", Suwaiq, 933185XX","45,000 OMR",400.0,for sale
محل تجاري للبيع,", Amerat, 979234XX","9,500 OMR",37.0,for sale
Residential Land for Sale in Al Wustaa Mahut,", Mahut, 995244XX","4,500 OMR",150.0,for sale
Residential Land for Sale in Muscat Al Jafnayn,", Al Jafnayn, 990644XX","160,000 OMR",150.0,for sale
101 m2 2 Bedrooms Apartments for Sale in Muscat Al Maabilah,", Al Maabilah, 970708XX","34,000 OMR",101.0,for sale
Farm Land for Sale in Al Batinah Al Masnaah,", Al Masnaah, 996484XX","85,000 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 964041XX","12,200 OMR",150.0,for sale
355 m2 5 Bedrooms Villa for Sale in Muscat Al Maabilah,", Al Maabilah, 790101XX","83,000 OMR",355.0,for sale
Building for Sale in Muscat Muttrah,", Muttrah, 966333XX","1,650,000 OMR",3390.0,for sale
Farm Land for Sale in Muscat Al-Hail,", Al-Hail, 919056XX","73,000 OMR",150.0,for sale
Building for Sale in Muscat Ansab,", Ansab, 955999XX","165,000 OMR",1400.0,for sale
Residential Land for Sale in Muscat Al Maabilah,", Al Maabilah, 939057XX","32,000 OMR",150.0,for sale
Building for Sale in Muscat Seeb,", Seeb, 955999XX","165,000 OMR",1400.0,for sale
100 m2 2 Bedrooms Apartments for Sale in Muscat Azaiba,", Azaiba, 913109XX","45,000 OMR",100.0,for sale
541 m2 5 Bedrooms Villa for Sale in Muscat Al Mouj,", Al Mouj, 939918XX","473,000 OMR",541.0,for sale
Commercial Land for Sale in Muscat Amerat,", Amerat, 988977XX","90,000 OMR",150.0,for sale
93 m2 2 Bedrooms Apartments for Sale in Muscat Azaiba,", Azaiba, 913109XX","43,000 OMR",93.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 998882XX","30,500 OMR",150.0,for sale
Residential Land for Sale in Al Sharqiya Jalan Bani buhassan,", Jalan Bani buhassan, 952030XX","12,000 OMR",150.0,for sale
100 m2 2 Bedrooms Apartments for Sale in Muscat Azaiba,", Azaiba, 913109XX","45,000 OMR",100.0,for sale
100 m2 2 Bedrooms Apartments for Sale in Muscat Azaiba,", Azaiba, 913109XX","45,000 OMR",100.0,for sale
100 m2 2 Bedrooms Apartments for Sale in Muscat Azaiba,", Azaiba, 913109XX","45,000 OMR",100.0,for sale
107 m2 2 Bedrooms Villa for Sale in Al Sharqiya Bidiya,", Bidiya, 944433XX","35,175 OMR",107.0,for sale
107 m2 2 Bedrooms Villa for Sale in Al Sharqiya Al Mudaibi,", Al Mudaibi, 944433XX","35,175 OMR",107.0,for sale
107 m2 2 Bedrooms Villa for Sale in Al Sharqiya Al Kamil and Al Waafi,", Al Kamil and Al Waafi, 944433XX","35,175 OMR",107.0,for sale
Residential Land for Sale in Muscat Ansab,", Ansab, 799998XX","52,000 OMR",150.0,for sale
Residential Land for Sale in Muscat Bosher,", Bosher, 944111XX","51,000 OMR",150.0,for sale
400 m2 4 Bedrooms Townhouse for Sale in Muscat Al Maabilah,", Al Maabilah, 955444XX","49,000 OMR",400.0,for sale
3000 m2 3 Bedrooms Townhouse for Sale in Muscat Al Jafnayn,", Al Jafnayn, 939231XX","6,500 OMR",3000.0,for sale
100 m2 2 Bedrooms Apartments for Sale in Muscat Azaiba,", Azaiba, 913109XX","46,000 OMR",100.0,for sale
Pakistani Hotel,", Al Kamil and Al Waafi, 947127XX","4,000 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 955929XX","13,000 OMR",150.0,for sale
93 m2 2 Bedrooms Apartments for Sale in Muscat Azaiba,", Azaiba, 913109XX","43,000 OMR",93.0,for sale
70 m2 1 Bedroom Apartments for Sale in Muscat Muscat Hills,", Muscat Hills, 939918XX","67,000 OMR",70.0,for sale
100 m2 2 Bedrooms Apartments for Sale in Muscat Azaiba,", Azaiba, 913109XX","45,000 OMR",100.0,for sale
Residential Land for Sale in Muscat Ansab,", Ansab, 799998XX","30,500 OMR",150.0,for sale
Residential Land for Sale in Al Dakhiliya Bahla,", Bahla, 924442XX","9,500 OMR",150.0,for sale
100 m2 2 Bedrooms Apartments for Sale in Muscat Azaiba,", Azaiba, 913109XX","46,000 OMR",100.0,for sale
Building for Sale in Muscat Bosher,", Bosher, 955999XX","165,000 OMR",1400.0,for sale
Residential Land for Sale in Muscat Seeb,", Seeb, 944111XX","30,500 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Al 'Awabi,", Al 'Awabi, 770947XX","17,000 OMR",150.0,for sale
Residential Land for Sale in Muscat Madinat As Sultan Qaboos,", Madinat As Sultan Qaboos, 799998XX","30,500 OMR",150.0,for sale
Residential Land for Sale in Muscat Al Maabilah,", Al Maabilah, 944111XX","30,500 OMR",150.0,for sale
Residential Land for Sale in Muscat Manumah,", Manumah, 799998XX","30,500 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Al Rumais,", Al Rumais, 799998XX","30,500 OMR",150.0,for sale
Residential Land for Sale in Muscat Al Khoud,", Al Khoud, 989889XX","92,000 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 799998XX","30,500 OMR",150.0,for sale
Sila Boutique,", Manah, 911200XX","6,000 OMR",80.0,for sale
100 m2 2 Bedrooms Apartments for Sale in Muscat Azaiba,", Azaiba, 913109XX","46,000 OMR",100.0,for sale
93 m2 2 Bedrooms Apartments for Sale in Muscat Azaiba,", Azaiba, 913109XX","43,000 OMR",93.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 939057XX","21,500 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 995253XX","11,800 OMR",150.0,for sale
100 m2 2 Bedrooms Apartments for Sale in Muscat Azaiba,", Azaiba, 913109XX","46,000 OMR",100.0,for sale
Residential Land for Sale in Muscat Amerat,", Amerat, 995253XX","10,900 OMR",150.0,for sale
100 m2 2 Bedrooms Apartments for Sale in Muscat Azaiba,", Azaiba, 913109XX","45,000 OMR",100.0,for sale
Residential Land for Sale in Muscat Bosher,", Bosher, 939057XX","42,000 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Al Rumais,", Al Rumais, 965260XX","26,500 OMR",150.0,for sale
"فرصه للبيع او الإيجار في الموالح الجنوبية , بقرب مبنى جهاز الضرايب ( عمانتل القديم )",", Al Mawaleh, 963633XX","28,000 OMR",29.0,for sale
Residential Land for Sale in Muscat Other,", Other, 996484XX","18,000 OMR",150.0,for sale
Residential Land for Sale in Muscat Other,", Other, 996484XX","19,000 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 963066XX","8,000 OMR",150.0,for sale
300 m2 5 Bedrooms Villa for Sale in Muscat Amerat,", Amerat, 912332XX","63,000 OMR",300.0,for sale
Residential Land for Sale in Al Batinah Al Masnaah,", Al Masnaah, 985568XX","12,500 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Al Masnaah,", Al Masnaah, 985568XX","14,000 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Al Masnaah,", Al Masnaah, 990005XX","7,000 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Al Masnaah,", Al Masnaah, 985568XX","7,500 OMR",150.0,for sale
3 Bedrooms Farms for Sale in Al Dakhiliya Sumail,", Sumail, 723330XX","75,000 OMR",210.0,for sale
2 Bedrooms Farms for Sale in Al Batinah Barka,", Barka, 723330XX","69,000 OMR",176.0,for sale
320 m2 4 Bedrooms Villa for Sale in Muscat Al Maabilah,", Al Maabilah, 790684XX","78,000 OMR",320.0,for sale
Farm Land for Sale in Al Batinah Saham,", Saham, 944140XX","90,000 OMR",150.0,for sale
حضانة أطفال للبيع,", Al Maabilah, 718806XX","1,200 OMR",150.0,for sale
Residential Land for Sale in Muscat Amerat,", Amerat, 911195XX","52,000 OMR",150.0,for sale
107 m2 2 Bedrooms Villa for Sale in Al Sharqiya Al Qabil,", Al Qabil, 944433XX","35,175 OMR",107.0,for sale
107 m2 2 Bedrooms Villa for Sale in Al Sharqiya Ibra,", Ibra, 944433XX","35,175 OMR",107.0,for sale
Building for Sale in Al Sharqiya Bidiya,", Bidiya, 955999XX","165,000 OMR",1400.0,for sale
Residential Land for Sale in Muscat Seeb,", Seeb, 944111XX","14,900 OMR",150.0,for sale
Commercial Land for Sale in Muscat Al Maabilah,", Al Maabilah, 944111XX","80,000 OMR",150.0,for sale
183 m2 3 Bedrooms Townhouse for Sale in Al Batinah Rustaq,", Rustaq, 932204XX","35,000 OMR",183.0,for sale
Residential Land for Sale in Al Dakhiliya Izki,", Izki, 925377XX","6,000 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 944111XX","165,000 OMR",150.0,for sale
414 m2 More than 6 bedrooms Villa for Sale in Muscat Bosher,", Bosher, 973414XX","215,000 OMR",414.0,for sale
80 m2 1 Bedroom Apartments for Sale in Muscat Al-Hail,", Al-Hail, 944474XX","35,000 OMR",80.0,for sale
Building for Sale in Al Dakhiliya Nizwa,", Nizwa, 955999XX","165,000 OMR",1400.0,for sale
Residential Land for Sale in Al Batinah Suwaiq,", Suwaiq, 944111XX","10,600 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 944111XX","20,500 OMR",150.0,for sale
Commercial Land for Sale in Muscat Al Khoud,", Al Khoud, 799998XX","120,000 OMR",150.0,for sale
Building for Sale in Muscat Al Maabilah,", Al Maabilah, 939057XX","900,000 OMR",1000.0,for sale
فرصة ذهبية لأصحاب المشاريع – مخبز متكامل جاهز للتنازل في موقع حيوي بولاية صور,", Sur, 933590XX","16,000 OMR",2.0,for sale
Residential Land for Sale in Muscat Al Maabilah,", Al Maabilah, 939057XX","57,000 OMR",150.0,for sale
"حقق حلمك مع محمد الرواحي وتملك محلك التجاري على اول خط رئيسي في ولاية بركاء ب10,800 الف",", Qurm, 771110XX","10,800 OMR",24.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 939057XX","5,600 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 775543XX","28,000 OMR",150.0,for sale
Residential Land for Sale in Al Dhahirah Yunqul,", Yunqul, 720399XX","8,000 OMR",150.0,for sale
230 m2 4 Bedrooms Townhouse for Sale in Muscat Amerat,", Amerat, 958081XX","150,000 OMR",230.0,for sale
100 m2 2 Bedrooms Apartments for Sale in Muscat Al Khoud,", Al Khoud, 721340XX","24,000 OMR",100.0,for sale
Residential Land for Sale in Muscat Seeb,", Seeb, 911557XX","86,000 OMR",150.0,for sale
460 m2 More than 6 bedrooms Villa for Sale in Al Sharqiya Al Kamil and Al Waafi,", Al Kamil and Al Waafi, 945841XX","85,000 OMR",460.0,for sale
للبيع محل حلاقة متكامل في ستي سنتر القرم بسعر مميز / Barber shop for sale,", Qurm, 967043XX",400 OMR,10.0,for sale
242 m2 4 Bedrooms Villa for Sale in Dhofar Salala,", Salala, 955949XX","60,000 OMR",242.0,for sale
300 m2 More than 6 bedrooms Townhouse for Sale in Al Batinah Sohar,", Sohar, 978005XX","130,000 OMR",300.0,for sale
Residential Land for Sale in Al Batinah Al Rumais,", Al Rumais, 904586XX","21,000 OMR",150.0,for sale
Residential Land for Sale in Muscat Bosher,", Bosher, 766000XX","80,000 OMR",150.0,for sale
Residential Land for Sale in Dhofar Salala,", Salala, 955949XX","12,500 OMR",150.0,for sale
100 m2 2 Bedrooms Apartments for Sale in Dhofar Salala,", Salala, 962292XX","85,000 OMR",100.0,for sale
Industrial Land for Sale in Al Batinah Barka,", Barka, 766000XX","62,000 OMR",150.0,for sale
139 m2 2 Bedrooms Apartments for Sale in Muscat Al Mouj,", Al Mouj, 939918XX","245,000 OMR",139.0,for sale
Luxury Villa for Sale /Almouj muscat/freehold,", Al Mouj, 939918XX","720,000 OMR",527.0,for sale
119 m2 2 Bedrooms Apartments for Sale in Muscat Al Mouj,", Al Mouj, 939918XX","150,000 OMR",119.0,for sale
76 m2 1 Bedroom Apartments for Sale in Muscat Al Mouj,", Al Mouj, 939918XX","128,000 OMR",76.0,for sale
159 m2 1 Bedroom Apartments for Sale in Muscat Al Mouj,", Al Mouj, 939918XX","115,000 OMR",159.0,for sale
villa for sale ا under construction اSafe investment ا free hold  ا Long-term installments,", Al Mouj, 939918XX","605,000 OMR",455.0,for sale
92 m2 2 Bedrooms Apartments for Sale in Muscat Ghala,", Ghala, 977542XX","37,000 OMR",92.0,for sale
544 m2 More than 6 bedrooms Villa for Sale in Al Sharqiya Al Mudaibi,", Al Mudaibi, 977455XX","58,000 OMR",544.0,for sale
Residential Land for Sale in Muscat Amerat,", Amerat, 977279XX","7,200 OMR",150.0,for sale
مغسلة تنظيف وتلميع السيارات للبيع,", Nizwa, 997355XX",800 OMR,50.0,for sale
Commercial Land for Sale in Al Dakhiliya Bidbid,", Bidbid, 995241XX","180,000 OMR",150.0,for sale
78 m2 1 Bedroom Apartments for Sale in Muscat Bosher,", Bosher, 711749XX","46,000 OMR",78.0,for sale
Residential Land for Sale in Muscat Al Maabilah,", Al Maabilah, 906950XX","41,000 OMR",150.0,for sale
Residential Land for Sale in Muscat Al Maabilah,", Al Maabilah, 711955XX","40,000 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 977422XX","15,500 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 965504XX","21,000 OMR",150.0,for sale
Clinic Lisence only for sale,", Ghubrah, 996199XX","5,500 OMR",1000.0,for sale
"بيع محل ملحمة لبيع اللحوم الطازجه والمجمدة والدواجن مع العامل, مجرد ناشر تواصلوا مع الرقم في الوصف",", Ibri, 970633XX","10,000 OMR",72.0,for sale
Residential Land for Sale in Al Batinah Al Rumais,", Al Rumais, 799998XX","19,500 OMR",150.0,for sale
Residential Land for Sale in Muscat Al-Hail,", Al-Hail, 799998XX","37,000 OMR",150.0,for sale
Residential Land for Sale in Muscat Seeb,", Seeb, 799998XX","32,500 OMR",150.0,for sale
Residential Land for Sale in Muscat Ansab,", Ansab, 799998XX","20,500 OMR",150.0,for sale
Residential Land for Sale in Muscat Manumah,", Manumah, 799998XX","14,900 OMR",150.0,for sale
Commercial Land for Sale in Muscat Al Maabilah,", Al Maabilah, 799998XX","80,000 OMR",150.0,for sale
Farm Land for Sale in Al Batinah Barka,", Barka, 799998XX","165,000 OMR",150.0,for sale
Farm Land for Sale in Al Batinah Al Masnaah,", Al Masnaah, 914855XX","22,000 OMR",150.0,for sale
Commercial Land for Sale in Muscat Al Khuwair,", Al Khuwair, 914855XX","290,000 OMR",150.0,for sale
Commercial Land for Sale in Al Batinah Barka,", Barka, 914855XX","1,500,000 OMR",150.0,for sale
745 m2 More than 6 bedrooms Townhouse for Sale in Muscat Seeb,", Seeb, 914855XX","270,000 OMR",745.0,for sale
356 m2 3 Bedrooms Villa for Sale in Muscat Al Mouj,", Al Mouj, 914855XX","550,000 OMR",356.0,for sale
101 m2 2 Bedrooms Apartments for Sale in Muscat Muscat Hills,", Muscat Hills, 914855XX","95,000 OMR",101.0,for sale
Residential Land for Sale in Dhofar Shalim and The Hallaniyat Island,", Shalim and The Hallaniyat Island, 982675XX","3,000 OMR",150.0,for sale
Residential Land for Sale in Muscat Al Maabilah,", Al Maabilah, 799998XX","14,900 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Suwaiq,", Suwaiq, 923997XX","9,000 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Suwaiq,", Suwaiq, 923997XX","3,600 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Suwaiq,", Suwaiq, 923997XX","10,000 OMR",150.0,for sale
